Subject,Course ID,Course Name,Catalog Description,Terms,Forms,Prerequisites,fix
Mathematics,MA537,Honors Math Seminar: Differential Eqns,"By tackling a handful of diverse questions, like: can wheels be square? Why can two little people tip over the big raft? How do rumors spread so fast/slow? Do hares eat the lynx? We tiptoe into the vast waters of differential equations, and hopefully come away with an appreciation of the power of some of its analytical, numerical, and graphical methods. Grants: Honors NCAA;   Terms: T2;   Forms: III or IV or V Prereqs: MA504 or MA507 or MA521 and (MA511 or MA527 complete or concurrent)",T2,"III,IV,V","MA504,MA507,MA521-(MA511,MA527,MA511*,MA527*)",
Mathematics,MA538,Honors Math Seminar: Number Theory,"Number Theory is a branch of study within the discipline of mathematics that evokes notions of beauty and elegance. It is, for the most part*, solidly in the realm of 'pure mathematics,' as opposed to applied mathematics. If you are curious about prime numbers and other integers - if you have ever wondered, ""What's so special about 6, 28, and 496, anyway?"" Or if you've asked, ""Yeah, but how do I know that the square root of two is irrational?"" then this course is for you. Students learn basic proof techniques and get an introduction to the basic practice and history of number theory. (*NSA and internet security companies use number theory to protect information in transit, actually, but that utility was essentially an accident, not the generating motive behind finding big primes.) Grants: Honors NCAA;   Terms: T1;   Forms: III or IV or V Prereqs: MA504 or MA507 or MA521 and (MA511 or MA527 complete or concurrent)",T1,"III,IV,V","MA504,MA507,MA521-(MA511,MA527,MA511*,MA527*)",
Mathematics,MA551,Statistical Reasoning In Sports,Did Lebron James choke in the playoffs? Should you go for it on fourth down? Is it more important to hit a tee shot long or to hit it straight? What effect did steroid testing have on baseball statistics? These questions and others will be addressed through the principles of statistical reasoning. The course will present all of the common types of graphs and summary statistics as well as the design of experiments and the calculation of probabilities. It will also cover the logic of inference and how to account for variability when making decisions. Grants: Honors;   Terms: T2;   Forms: V Prereqs: MA301 and (MA404 or MA407 or MA421 or MA504 or MA507 or MA521 concurrent),T2,V,"MA404,MA407,MA421,MA504,MA507,MA521*",
Mathematics,MA555,Honors Computer Programming,"The course is a thorough examination of change-instantaneous rates of change (differential calculus) and the ongoing accumulation of change (integral calculus). Beginning from discussion of the meaning and interpretation of these concepts, methods for determining the derivatives and integrals of elementary functions are introduced, and students' skill with those methods is developed in various contexts. Applications of the derivative and integral are emphasized from symbolic, graphical, numerical, and descriptive perspectives. This course prepares students to take the AP exam in May. You must sign up for MA505 and MA506 for Winter and Spring. Grants: Honors   Terms: All;   Forms: All Prereqs: MA407 or MA421",all,all,"MA407,MA421",
Mathematics,MA599,Ind. Study: Math,"Students with special interests they wish to explore outside the regular program of courses may apply for an independent study. This may involve research or creative work; normally it will culminate in a paper, exhibit, or performance of some kind. Work in such projects is treated exactly like work in regular courses: a final grade is given; students must meet regularly (at least once a week) with their advisor; they must have tangible progress to report at each meeting. Grants: Honors;   Terms: All;   Forms: IV or V",all,"IV,V",,
Performing Arts,PA010,The Lawrentians,"See description for PA304.   Terms: All. Forms:  IV, V",all,"IV,V",,
Performing Arts,PA201,Foundations Of Music ,"This is a two term course. ""Without music, life would be a mistake..."" Why do we enjoy music so much? Why is it found in every culture and time period? In addition to these questions, students will address the basic components of musicianship, emphasizing creating and performing music. One of the four weekly classes meets in a co-curricular rehearsal hour, during which time students engage in a ""music lab,"" applying skills and making music as members of an ensemble, either with Community Orchestra or Collegium, a Jazz ensemble, or the ever-popular Community Singers (no audition required). Terms: T2 and T3;   Forms: II",T2-T3,II,,
Performing Arts,PA221,Foundations Of Theater,"This is a two term course. If the famous phrase, ""all the world's a stage and we are merely players,"" is true, then this class will be of great value. Why do people behave the way they do? How can we understand what's really going on in relationships? What IS ""character"" anyway? How can we use metaphor, symbol and physical expression to communicate feelings and ideas? This class will utilize the discipline of Theatre to exercise the ""artistic brain"" to develop skills, habits and dispositions which will enrich a students' life through creative exploration and performance.  Terms: T2 and T3;   Forms: II",T2-T3,II,,
Performing Arts,PA301,Foundations Of Music,"For new 3rd formers only, this two-term class will fulfill their arts graduation requirement. See PA201 and PA330 for course description. Terms: T1 and T2;   Forms: III",T1-T2,III,,
Performing Arts,PA304,The Lawrentians,"This year-long class explores advanced levels of the choral art form through the study and performance of sophisticated literature. The singers begin to develop mastery of fundamental skills-tuning, balance, breath, diction, dynamics and phrasing-of performance practice. This advanced 8-part chamber choir gives concerts several times throughout the academic year; consequently, students are carefully selected for the group based upon commitment, consistency and clarity of vocal tone, singing experience, and overall music skills. Terms: All;   Forms: III Prereqs: Audition",all,audition,,
Performing Arts,PA310,Explorations of Music,"For new 3rd formers only, this two-term class will fulfill their arts graduation requirement. See PA201 and PA330 for course description. Terms: T1 and T2;   Forms: III",T1-T2,III,,
Performing Arts,PA321,Foundations Of Theatre,"For returning 3rd formers who have taken their first two arts credits in visual art or music, or first year 4th/5th formers, this one-term class is a distillation and acceleration of PA 221 and will complete your arts graduation requirement. See description for PA221. Terms: T1;   Forms: III or IV or V Prereqs: PA201 or VA201",T1,"III,IV,V","PA201,VA201",
Performing Arts,PA322,Acting & Directing,This course builds primarily upon the acting component of the PA221 Foundations of Theater class. You will develop the essential skills required to direct or act in a fully realized short play for performance in the Black Box Theatre. Terms: T1 or T2;   Forms: III Prereqs: PA221,"T1,T2",III,PA221,
Performing Arts,PA323,Theatrical Design & Directing,"This course builds primarily upon the design components of the PA221 Foundations of Theater class. You will develop the essential skills required to direct or design a component (sets, lights or costumes) in a fully realized short play for performance in the Black Box Theatre. Terms: T1 or T2;   Forms: III Prereqs: PA221","T1,T2",III,PA221,
Performing Arts,PA324,Explorations in Theatre,"For new 3rd formers only, this two-term class will fulfill their arts graduation requirement. See PA221and PA322 for course description. Terms: T1 and T2;   Forms: III",T1-T2,III,,
Performing Arts,PA330,Shapes and Styles of Music,This class builds upon the musical practice explored and exercised in the PA201 and PA301 Foundations of Music classes. This course will advance basic musicianship through more detailed experience with compositional materials and practice as well as analysis of a broad spectrum of Western music from about 1750-1900. Terms: T1 or T2;   Forms: III Prereqs: PA201,"T1,T2",III,PA201,
Performing Arts,PA501,Honors Music Theory,"Studying the science of music not only helps you understand how music is made and how it functions, but the skills you acquire make you a better practicing and performing musician. You'll learn about intervals, scales, chords, simple forms, counterpoint, phrases (musical ""sentences""), harmony and ear training, improving your musicianship. Like studying a language or deciphering a code, once you know how, it's no longer a mystery! Grants: Honors;   Terms: all;   Forms: IV or V Prereqs: PA330",all,"IV,V",PA330,
Performing Arts,PA504,Chamber Music,"Studying the science of music not only helps you understand how music is made and how it functions, but the skills you acquire make you a better practicing and performing musician. You'll learn how phrases and sequences build larger structures, how secondary dominants and leading tone chords ""change key"" and you'll further develop your listening and musicianship skills. Grants: Honors;   Terms: T3;   Forms: IV or V Prereqs: PA330",T3,"IV,V",PA330,
Performing Arts,PA505,Vocal Artistry,"Studying the science of music not only helps you understand how music is made and how it functions, but the skills you acquire make you a better practicing and performing musician. You'll learn how phrases and sequences build larger structures, how secondary dominants and leading tone chords ""change key"" and you'll further develop your listening and musicianship skills. Grants: Honors;   Terms: T3;   Forms: IV or V Prereqs: PA330",T3,"IV,V",PA330,
Performing Arts,PA508,Digital Composition & Sound Engineering,"This course introduces students to digital music composition and audio recording. It is designed to provide students a hands-on experience with the physics of music through a variety of composing projects using basic audio engineering programs. Students will compose and produce several individual and group compositional works for analysis and performance through long-form composition, mixed-media design, and soundscape design. Grants: Honors; Terms: T3;   Forms: IV or V Prereqs: Department Approval",T3,"IV,V",,
Performing Arts,PA524,Advanced Acting & Directing,"For the passionate student only, this class deepens the creative work begun in the PA200/PA300 level courses, and explores the art form through the study of world-class playwrights and advanced studio techniques. After taking this class you will be prepared to take on a leadership role in theatre projects either as an actor or director.  Grants: Honors; Terms: T3;   Forms: III or IV or V Prereqs: PA322 or PA323 or Department Approval",T3,"III,IV,V","PA332,PA323",
Performing Arts,PA525,Advanced Theatrical Design,"Focuses on the in-depth exploration of the theatrical design process, from idea to reality. Your final project will be a fully realized design of a play in one or more areas of interest such as scenery, lighting, costumes, or sound. This dynamic class will encourage creativity, problem solving, teamwork, and artistic exploration. Grants: Honors; Terms: T3;   Forms: IV or V Prereqs: PA322 or PA323",T3,"IV,V","PA322,PA323",
Performing Arts,PA526,Choreography,"Studying the science of music not only helps you understand how music is made and how it functions, but the skills you acquire make you a better practicing and performing musician. You'll learn how phrases and sequences build larger structures, how secondary dominants and leading tone chords ""change key"" and you'll further develop your listening and musicianship skills. Grants: Honors;   Terms: T3;   Forms: IV or V Prereqs: PA330",T3,"IV,V",PA330,
Performing Arts,PA532,Shakespeare In Performance,This course is a creative introduction to the challenges of acting in and directing a Shakespeare play. You will discover how a study of Shakespeare's language-its structure and poetic devices-reveals character; you will learn how an understanding of the Elizabethan world view may inspire interpretive choices; and you will develop the skill to speak verse effectively. You will then synthesize this work with the concepts you learned in PA322 level classes in preparation for the final exam which is an in-class performance. Grants: Honors;   Terms: T3;   Forms: All Prereqs: Completion of arts requirement.,T3,all,,
Performing Arts,PA542,Classics in Performance,"For the passionate student only, this class deepens the creative work begun in the PA200/PA300 level courses, and explores the art form through the study of world-class playwrights and advanced studio techniques. After taking this class you will be prepared to take on a leadership role in theatre projects either as an actor or director.  Grants: Honors; Terms: T3;   Forms: III or IV or V Prereqs: PA322 or PA323 or Department Approval",T3,"III,IV,V","PA322,PA323",
Performing Arts,PA599,Ind. Study: Music or Theatre,"Students with special interests they wish to explore outside the regular program of courses may apply to drop one course for one term and use the time for independent study. This may involve research or creative work; normally it will culminate in a paper, exhibit, or performance of some kind. Work in such projects is treated exactly like work in regular courses: a final grade is given; students must meet regularly (at least once a week) with their advisor; they must have tangible progress to report at each meeting. Grants: Honors;   Terms: All;   Forms: All",all,all,,
Religion and Philosophy,RP301,World Religions,"As a vital expression of the human quest for meaning and universal part of all cultures, the study of world religions is essential to the education of world citizens. This foundational 3rd Form course will explore the essential teachings, practices and living worldviews of Hinduism, Buddhism, Judaism, Christianity and Islam. While every class section will acquire its own ""flavor,"" all students will encounter a core Language of Understanding through a case studies approach and nurture the essential deep thinking skills of complex idea, worldview and thick description. Grants: NCAA;   Terms: T1 or T2 or T3;   Forms: III","T1,T2,T3",III,,
Religion and Philosophy,RP402,Social Ethics And Genocide,"This course endeavors to study the Holocaust from a variety of angles and with the utilization of many methods. Through the use of texts (including the curriculum guide published by the NJ Commission on Holocaust Education), memoir, documents, film, interview and speakers, students will explore the nature of human behavior and experience, Holocaust literature and biography, history and religious response. Terms: T1 or T2;   Forms: III or IV or V Prereqs: RP301","T1,T2","III,IV,V",RP301,
Religion and Philosophy,RP405,Chinese Philosophy,"This course exposes students to the world of Chinese thought and culture. Beginning with classic texts like the The Art of War, students explore a wide array of Warring States philosophies and then proceed to in-depth studies of Confucianism and Taoism. After a focus on Chinese spirituality, art, literature and history, an examination of Chinese communism is considered. In addition to analytical thinking, this course includes experiential activities and asks students to uncover the personal implications of questions posed and answers offered by Chinese philosophy. Grants: NCAA;   Terms: T1;   Forms: IV or V Prereqs: RP301",T1,"IV,V",RP301,
Religion and Philosophy,RP407,Studies In Christian Origins,"This course begins with a study of the life and ministry of Jesus, the Christian gospels, and the development of the early Christian community. The Gnostic Gospels and the most recent scholarship of the Jesus Seminar are also considered. Historical study will be accomplished through presentations on Christian figures including Hildegard of Bingen for Medieval Christianity, Dame Julian of Norwich for the Reformation, and Dorothy Day for 20th century Christianity. Field trips to Christian communities and interviews with practioners are central to this course. Terms: T3;   Forms: III or IV or V Prereqs: RP301","T1,T2","III,IV,V",RP301,
Religion and Philosophy,RP408,Hebrew Bible: Studies & Methodologies,This course provides an examination of the major themes and personalities of the Bible. Students are exposed in particular to cutting edge archeological findings and Biblical critical methodology. Selected readings provide the basis for a provocative discussion of religious issues in the past and present. Terms: T1 or T2;   Forms: III or IV or V Prereqs: RP301,"T1,T2","III,IV,V",RP301,
Religion and Philosophy,RP409,Judaism,"This course encompasses the history and origins of various denominations of Judaism. Students also study Jewish Holy days, traditions, and customs pertaining to the life-cycle of a Jewish person. To conclude the course we will study the Holocaust through the lives of two witnesses. We pay particular attention to the many interpretations of Jewish Law in our modern age. Class discussions, individual research, and film are the mediums through which we explore Judaism. Terms: T3;   Forms: III or IV or V Prereqs: RP301",T3,"III,IV,V",RP301,
Religion and Philosophy,RP410,Three Forms Of Buddhism,"Starting with the life of the Buddha, this course traces the historical unfolding of Theravada, Mahayana and Zen Buddhism. To help students understand Buddhist religious callings, culture and insight, we will engage in intense analytic and personal encounters with the religion. In the effort to grasp the complexity of this worldview, students will explore philosophical, psychological, social and ethical dimensions of the tradition, in ways that enhance their understanding of religion, reality and themselves. Terms: T2 or T3;   Forms: III or IV or V Prereqs: RP301","T2,T3","III,IV,V",RP301,
Religion and Philosophy,RP411,Hinduism: Belief and Practice,"Starting with the life of the Buddha, this course traces the historical unfolding of Theravada, Mahayana and Zen Buddhism. To help students understand Buddhist religious callings, culture and insight, we will engage in intense analytic and personal encounters with the religion. In the effort to grasp the complexity of this worldview, students will explore philosophical, psychological, social and ethical dimensions of the tradition, in ways that enhance their understanding of religion, reality and themselves. Terms: T2 or T3;   Forms: III or IV or V Prereqs: RP301","T2,T3","III,IV,V",RP301,
Religion and Philosophy,RP412,Islamic Studies: East and West,"Understanding Islam begins with the life of the Prophet Muhammad, the revelations of the Qur'an, and the significant Hadith traditions. From the early period we will move to understanding core currents within the historical tradition that includes Sufism and Sufi literature, and the convoluted relationship between Islam and Europe. Finally our focus will be on Islam in America and asking how is Islam becoming American. Terms: T3;   Forms: III or IV or V Prereqs: RP301",T3,"III,IV,V",RP301,
Religion and Philosophy,RP413,Ethics,"What constitutes ""right"" living, thinking, and acting? Ethical decision-making affects all levels of society from our family life to our global community. Students are exposed to basic ethical frameworks provided by global secular and religious systems. Students will be exposed to a multicultural approach to various universalist (Utilitarian, Rights Ethics, Virtue Ethics for example) and relativist theories and apply their reasoning skills in class discussions/debates. Terms: T2 or T3;   Forms: III or IV or V Prereqs: RP301","T2,T3","III,IV,V",RP301,
Religion and Philosophy,RP414,Philosophy,"This course considers questions like: what if what you think is real is actually a virtual reality program? If the contents of your mind, including your memories, were switched with a friend's, who would you be? How is it that ""wax"" describes a substance that is hard, smooth, and cool, but is also one that is gooey, hot and liquid-like? The first topic lies within the area of metaphysics and epistemology, the second is personal identity and the third within the philosophy of language. Sources ranging from Plato to Neo (""The Matrix"") will aid in our philosophical exploration. Terms: T2 or T3;   Forms: IV or V Prereqs: RP301","T2,T3","IV,V",RP301,
Religion and Philosophy,RP515,Jerusalem,"This 10 week course covers the history (pre-Biblical through today), geography, religions (Judaism, Christianity and Islam and their ties to the city, art and architecture) with support from archaeology- some of which is ongoing. Special attention will be paid to lessons on religious and cultural conflicts in the city from within (Ch. of Holy Sepulchre, Haredi/Ultra Orthodox Judaism control over religious sites, and roles of women.) Our main text: Simon Sebag Montefiore's biography of the city entitled: 'Jerusalem' as well as the Hebrew Bible and New Testament, with support from a wide variety of articles and reports on archaeological findings. Mini-units in things like Roman glass, antiquities, unique foods of the region, and the development of the four quarters of the city. Potential spring break trip to Jerusalem with special projects, archaeological digging, religious and cultural exploration. Grants: Honors;   Terms: T2 or T3;   Forms: IV or V Prereqs: RP401 or RP402 or RP 403 or RP405 or RP407 or RP408 or RP409 or RP410 or RP411 or RP412 or RP413 or RP414 or RP415","T2,T3","IV,V","RP402,RP403,RP407,RP408,RP409,RP410,RP411,RP412,RP413,RP414,RP415",
Religion and Philosophy,RP599,Ind Study: Relig & Philos,"Students with special interests they wish to explore outside the regular program of courses may apply to drop one course for one term and use the time for independent study. This may involve research or creative work; normally it will culminate in a paper, exhibit, or performance of some kind. Work in such projects is treated exactly like work in regular courses: a final grade is given; students must meet regularly (at least twice a week) with their advisor; they must have tangible progress to report at each meeting. Grants: Honors;   Terms: T1 or T2 or T3;   Forms: IV or V Prereqs: RP401 or RP402 or RP 403 or RP405 or RP407 or RP408 or RP409 or RP410 or RP411 or RP412 or RP413 or RP414 or RP415","T1,T2,T3","IV,V","RP402,RP403,RP407,RP408,RP409,RP410,RP411,RP412,RP413,RP414,RP416",
Science,SC201,II Form Science,"As important as asking, ""what do you know?"" students in II Form Science at Lawrenceville will ask, ""how do you know?"" With primary emphasis placed on the foundational understandings of Biology, II Form Science will explore the complexities of the inquiry process scientists employ to generate knowledge. All II form students take II Form Science, a three-term course. There is no honors or advanced track. Grants: NCAA;   Terms: All;   Forms: All",all,all,,
Science,SC321,Chemistry - III Form Science,"3rd Form Science is the second year of our core science program. In this course you will explore fundamental questions by looking at interactions between matter and energy on both a microscopic and macroscopic level. The guiding questions of the fall term are: ""Why can we recycle matter but not energy?"" and ""Are humans warming the planet?"" These questions provide a global approach to our study of chemical and physical change, chemical reactions, and the conservation of energy and mass. In the winter term we ask ""Which kind of car is better for the environment?"" This question frames a discussion of the chemistry and environmental impact of energy transformations, fuels, and redox reactions. In the spring term we will study the chemistry of solutions, acid-base reactions, equilibrium, and ions as we ask, ""How safe is our water?"" Throughout the year, in addition to studying the foundational content of chemistry and quantitative reasoning, we will continue to develop skills related to disciplinary understanding, including evaluating claims and evidence, and the role of uncertainty in scientific knowledge. All III form students take III Form Science, a three-term course. There is no honors or advanced track. Grants: NCAA;   Terms: All;   Forms: All Prereqs: SC201",all,all,SC201,
Science,SC410,Human Evolution,"What makes us human? We will explore this question from a biological perspective by tracing the appearance of our earliest ancestors to the emergence of our own species. Evolutionary theory, behavioral ecology, genetics, and functional morphology, in combination with hands-on examination of fossil materials, are used to reconstruct how and why humans evolved. Emphasis is placed on developing a broader biological framework for the study of human adaptation and evolution. Grants: NCAA;   Terms: T1;   Forms: IV or V Prereqs: SC321 or Department Approval",T1,"IV,V",SC321,
Science,SC411,The Biological Roots Of Human Behavior,"Human behavior is considered in a broad evolutionary context, exploring how behavior can be informed by evolutionary theory and comparative evidence. Behavior is traced from its evolutionary function as adaptation, through its physiological basis and associated psychological mechanisms, to its expression. Students will develop and conduct their own research projects on human behavior. Grants: NCAA;   Terms: T2;   Forms: IV or V Prereqs: SC321 or Department Approval",T2,"IV,V",,
Science,SC413,Evolution Of Reproduction,"In nature, it's not enough to survive. A species must also reproduce to ensure passing some of its genetics to the next generation. This course uncovers the evolutionary influence on reproduction, both sexual and asexual, with emphasis on how natural selection has shaped human reproductive anatomy and physiology. Studies of comparative anatomy across species and the genetic basis of reproductive behaviors will illuminate the reproduction and survival of the human species. Grants:  NCAA; Terms: T2;   Forms: IV or V Prereqs: SC321 or Department Approval",T2,"IV,V",SC321,
Science,SC414,Human Disease,This case-based approach to learning human physiology and anatomy examines the evolutionary basis of genetic diseases and their interactions with contagious diseases. Students will develop critical thinking skills as they use differential diagnosis to collect and analyze information about simulated patients afflicted with selected diseases or health problems. Grants: NCAA;   Terms: T3;   Forms: IV or V Prereqs: SC321 or Department Approval,T3,"IV,V",SC321,
Science,SC415,Human Anatomy And Physiology,"This hands-on course will develop a deep understanding of emergency medical response and the associated human anatomy and physiology. Class discussions, authentic case studies, medical research, and first aid demonstrations are combined with real life scenarios where you will treat or act as a mock patient. Upon successful completion of this course, students will receive a Wilderness First Aid certification. NCAA Terms: T3;   Forms: IV or V Prereqs: SC321 or Department Approval",T3,"IV,V",SC321,
Science,SC416,Atmosphere and Ocean Dynamics,"This course examines three areas of physical geography: climatology, physical oceanography and meteorology. This provides a unique opportunity for students to start with a few simple fundamental ideas in science, gradually add new threads and weave ideas together to explain and predict the larger story of Earth's climate and weather. Students will learn about circulation patterns, in the atmosphere and oceans, and the resulting dynamic weather patterns over the Earth. After first exploring the composition and structure of the atmosphere, students will examine atmospheric circulation patterns before applying their knowledge toward predicting prevailing wind-driven circulation patterns of the ocean, smaller scale patterns such as waves and Ekman transport, and finally coastal processes. Finally, students will examine how moisture in the atmosphere leads to clouds, precipitation, and ultimately weather disturbances. Terms: T3;   Forms: IV or V Prereqs: SC321 or Department Approval",T3,"IV,V",SC321,
Science,SC431,Conceptual Physics,"Students learn physical principles through hands-on investigations, including dropping objects from the football tower and performing collisions. The Hewitt's popular college textbook ""Conceptual Physics"" provides a less mathematical approach than other physics offerings. Demonstrations and lab investigations involve air tracks, projectiles, and diode lasers. Topics include mechanics, fluids, tides, waves, sound, light, and color. Students may switch to Astronomy SC437 in the spring. Grants: NCAA;   Terms: All;   Forms: IV or V Prereqs: SC321 or Department Approval and MA301",all,"IV,V",SC321-MA201,
Science,SC434,Physics,"Physics is an introductory laboratory course. Students develop an understanding of the basic principles of physics through the study of motion (kinematics, dynamics, and momentum), energy, statics, electric circuits, and selected aspects of electromagnetism. Topics may also include waves (sound and optics), thermal physics, nuclear decay, and aspects of modern physics. The development of quantitative analytical skills through mathematical problem-solving is emphasized. Students who demonstrated strong algebra skills in Math 3 (MA301-303) or in Advanced Algebra (MA404-406) may take Physics with permission. Students may elect to take SC437 Astronomy in place of Physics during the spring term. Grants: NCAA;   Terms: All;   Forms: IV or V Prereqs: SC321 or Department Approval, MA407, or as described",all,"IV,V",SC321-MA407,
Science,SC437,Astronomy,"This course will study stars-the building blocks of the universe. Through a study of light and knowledge of physics, students will learn about the structure of stars, how stars produce energy, different types of stars, and stellar evolution including supernovae, neutron stars, and black holes. There will be some night classes in the observatory using the telescope. Students may take Astronomy in place of the spring term of SC434 Physics or SC431 Conceptual Physics. Grants: NCAA;   Terms: T3;   Forms: IV or V Prereqs: SC431 or SC434",T3,"IV,V","SC431,SC434",
Science,SC438,Observational Astronomy,"This course will explore the history and different techniques of astronomical observing starting from just using our eyes to observing with telescopes. Students will learn about the night sky, physics of telescopes and light, and how analysis of light gives information about objects in space. There will be several night-time labs (weather permitting). This course differs from Astronomy (SC437) in topic and is designed with no prior knowledge of physics necessary. Grants:  NCAA Terms: T1;   Forms: IV or V Prereqs: SC321 or Department Approval",T1,"IV,V",SC321,
Science,SC511,Honors Ecology,"Students will examine the structure and dynamics of local ecological systems, exploring how organisms interact with their environment. A large portion of class and lab time will be spent in nearby forests, fields, marshes and streams learning to identify and explain patterns observed in nature. Grants: Honors NCAA;   Terms: T1;   Forms: IV or V Prereqs: SC321 or Department Approval",T1,"IV,V",SC321,
Science,SC513,Research In Molecular Biology,"With a focus on the central dogma, students examine the characteristics of DNA, the characteristics of RNA and the characteristics of protein by researching primary and secondary literature to answer the guiding questions of the two terms, How do we extract expressed DNA and why? And How do I design a protein and why? In the first term, students are given the opportunity to carry out independent research on duckweed, investigate the atomic structure of nucleotides, use their understanding of nucleotide structure to build a model of DNA as well as design an experiment to extract expressed DNA. In the second term students Use DNA sequence analysis and bioinformatics software/techniques to analyze duckweed cDNA sequences, identify a homolog of the protein expressed by the duckweed cDNA, build a 3D model of a region of the protein homolog and explore the biochemistry of proteins. Grants: Honors; NCAA;  Terms: T1 and T2;   Forms: IV or V Prereqs: SC321 or Department Approval",T1-T2,"IV,V",SC321,
Science,SC516,Honors Biology,"This second-year course in biology will grow and mature students' ability to think as a biologist. Over the yearlong course of study, students will develop an understanding of how particular themes in the study of life are expressed within different levels of structural complexity from the subcellular to the biosphere. Terms will be based on important biological themes, such as how biological systems utilize free energy and molecular building blocks to grow, to reproduce and to maintain dynamic homeostasis. Understanding of these biological themes will be discussed and assessed in the context of authentic problems. Students will be able to apply and extend their understanding as a biologist, including the design and performance of experiments, when encountering both familiar and novel problems. If you are planning to take both Honors Chemistry and Honors Biology at Lawrenceville, we suggest that you take Honors Chemistry before Honors Biology but it is not required. Grants: Honors NCAA;   Terms: All;   Forms: IV or V",all,"IV,V",SC321,
Science,SC519,Research In Field Ecology,"This is a two-term course in which students must enroll in both terms. In the first term of this course, students will learn to read and discuss primary literature in order to develop understanding of ecological principles and concepts and in order to gain exposure to some of the methodology used to conduct field research in ecology. Field and laboratory experiences will serve to teach students how to identify species, about site selection, sampling, collecting, and measurement methods. The fall term will culminate in a formal research proposal.  In the second term, students will work collaboratively through the research process, including how to conduct a literature search to identify and refine a research question, develop testable hypotheses, conduct background research, and implement a rigorous field project. Grants: Honors;   Terms: T2 and T3;   Forms: IV or V",T2-T3,"IV,V",SC321,
Science,SC522,Honors Chemistry,"This course is a comprehensive study of chemistry that includes topics such as molecular structure, kinetics, equilibrium, thermodynamics, oxidation-reduction reactions, electrochemistry, and nuclear chemistry. Laboratory experiences will constitute an important part of this course both to reinforce laboratory skills and enhance students' understanding of the material. If you are planning to take both Honors Chemistry and Honors Biology at Lawrenceville, we suggest that you take Honors Chemistry before Honors Biology but it is not required. Grants: Honors NCAA;   Terms: All;   Forms: IV or V",all,"IV,V",SC321,
Science,SC526,Research In Applied Chemistry,"This is a two-term course where students must enroll in both the fall and winter terms. There are many ways to observe and apply the principles of chemistry and medicine. For example, hot peppers get their heat from a molecule called capsaicin and may have a use as a pain killer for arthritis victims? To do this we will use biosensors, model organisms, and separation techniques to detect such chemicals, which have been shown to be a possible cure for Type I diabetes? Here at Lawrenceville, Research in Applied Chemistry and Medicine students, during the first term on learning research methods, will meet to discuss primary literature papers and research topics. Students will break into small groups and decide on essential questions to research and will create a research proposal. The class will learn all of the biochemical and medical techniques necessary to investigate their project. Topics such as pharmaceuticals, small molecule purification science, chemical effects on model organisms, and phytoremediation of toxins from the environment, will be learned. The direction of the research will determine the specific techniques taught, such as high-performance liquid and gas chromatography, electrophoresis, and enzyme-linked immunosorbent assays (ELISA). During the second term, students will refine their research proposal and implement their experiments in the lab under the supervision of the teacher. This will culminate with a scientific paper and presentation. This course is open to Forms IV and V with departmental approval, but priority will be given to those who have already taken a 500 level course. Grants: Honors;   Terms: T1 and T2;   Forms: IV or V Prereqs: SC321 or Department Approval",T1-T2,"IV,V",SC321,
Science,SC528,Biochemistry,"What makes life possible on the cellular level? Topics covered will include macromolecule structure and function of carbohydrates, proteins and nucleic acids. Special emphasis will be given to gene structure, transcription and translation. Protein structure will be explored as an example of the relationship between form and function including transport mechanisms in the eukaryotic cell. Cellular organization and communication will be studied through theories on evolution of the eukaryotic cell and multicellular organisms. Basic understanding of these topics will be applied toward discussions of pathogenesis and quorum sensing. Grants: Honors; NCAA; Terms: T1;   Forms: IV or V Prereqs: SC321 or Department Approval",T1,"IV,V",SC321,
Science,SC534,Honors Physics / Mechanics,"An intensive three-term introductory physics course covering classical mechanics (translational and rotational kinematics and dynamics, energy, statics, harmonic motion, and gravitation); relativity; elementary Lagrangian dynamics; aspects of quantum theory, modern physics, and cosmology; and possibly a limited selection of fluid dynamics, thermal physics, nuclear decay and dosimetry, optics, or other topics. The development of quantitative analytical skills through mathematical problem-solving is emphasized; proficiency with algebra, trigonometry, and calculus (MA504, MA507 or MA521) is a prerequisite. Grants: Honors NCAA;   Terms: All;   Forms: IV or V Prereqs: MA504 or MA507 or MA521",all,"IV,V","MA504,MA507,MA521",
Science,SC537,Physics / Mechanics,"This course is a year-long introductory physics course for students who have previously taken calculus. This course covers largely the same topics as Honors Physics / Mechanics, SC534, but at a pace and level intermediate between Physics, SC434, and Honors Physics / Mechanics, SC534. The development of quantitative analytical skills through problem solving is emphasized; and calculus (MA504, MA507 or MA521) is a prerequisite. Grants: Honors NCAA;   Terms: All;   Forms: IV or V Prereqs: MA504 or MA507 or MA521",all,"IV,V","MA504,MA507,MA521",
Science,SC573,Sustainability Seminar,"Sustainability seminar will use an integrated approach to explore concepts of sustainable development in association with campus-centered research / projects. Bridging the gap between readings and the complex reality of current issues, we aim to think creatively to solve real world problems that exist on the Lawrenceville campus. Students will work in teams to design, implement and manage various sustainability projects on campus. Grants: Honors;   Terms: T3;   Forms: IV or V Prereqs: SC321 or Department Approval",T3,"IV,V",SC321,
